max_n_leaf_nodes,embedding_size,random_state,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
1,10,42,0.747073014902859,0.7508528508268991,0.9536348025186033,0.4301716355287075,1241.3248287710028,0.8428422042004576,0.54264005768951
2,10,42,0.747073014902859,0.7508528508268991,0.9536348025186033,0.4301716355287075,1241.3248287710028,0.8428422042004576,0.54264005768951
3,10,42,0.2218743736580341,0.39929646980641675,0.9510589582140813,0.09624897968162197,752.514517901381,2.83377800910187,0.2608393072384146
4,10,42,0.245304121081316,0.304872144976534,0.9135661133371494,0.10279368943838282,486.5365558069604,2.458763459399428,0.28912066746930354
5,10,42,0.1908611694681949,0.27293818672069997,0.9333142530051517,0.028126518682764355,301.3315447454538,3.9833621827698713,0.20066773461851334
10,10,42,0.06678807995072418,0.21134237596395739,0.9433314253005152,0.008617136393491065,234.29887710992276,4.355744829815725,0.1867153928680368
20,10,42,0.037107243627770174,0.1874956896696685,0.9413279908414425,-0.004245833660858511,138.4739858306508,4.050450260241849,0.19800214802078128
50,10,42,0.027397292359981375,0.16804055468406465,0.9441900400686892,-0.014271656701815507,104.2683872935634,4.02409520106299,0.19904081431188278
100,10,42,0.026784422324847627,0.177248040817947,0.9484831139095592,-0.01591332807667601,108.09914283955437,4.136930225239197,0.19466879170106616
