n_clusters,init,embedding_size,adjusted_rand_score,adjusted_mutual_info_score,purity_score,silhouette_score,calinski_harabasz_score,davies_bouldin_score,norm_davies_bouldin_score
5,acedec,10,0.547909175055583,0.7693966244844953,0.9108640530524673,0.13572546033589186,839.4215656871096,2.186784396721932,0.3137959383222299
5,acedec,20,0.5602414033197661,0.7591402537598096,0.8995513945777258,0.13851082029358472,844.3563900269226,2.151139094926609,0.3173455597723433
5,acedec,30,0.6154550843141042,0.7887445676329243,0.9067680905012678,0.12544060981638014,796.4622067327597,2.349351437491282,0.2985652651454862
5,acedec,40,0.4769959115605327,0.6954558319594234,0.861712502438073,0.12304027266529999,791.0270112088991,2.3314957802661587,0.3001654709945658
5,acedec,50,0.580005481650466,0.7846477610893345,0.9089135946947533,0.1296285447784823,809.6773414136422,2.3123301990658502,0.30190226816216026
5,acedec,60,0.4533367480230012,0.6579626279781242,0.8267992978349912,0.1123463719336974,771.0414284916336,2.4353527121805483,0.2910909253813598
5,acedec,70,0.600571693810806,0.7949627187166337,0.9104739613809245,0.13067349753096444,814.991438153324,2.2900065966729666,0.3039507583392855
5,subkmeans,10,0.5668225893099119,0.7766633704671332,0.8993563487419544,0.1057905009618115,710.4574145093853,2.6286068407491383,0.27558786164707405
5,subkmeans,20,0.5009964224458072,0.7122853719372059,0.8747805734347571,0.13026192100453193,812.1063603648641,2.215182540304476,0.3110243314226571
5,subkmeans,30,0.5643726366278261,0.790394803198377,0.9130095572459528,0.13872619714622278,850.1225351599927,2.154530611020031,0.31700437348954613
5,subkmeans,40,0.5739143503069739,0.7929211290825435,0.9118392822313244,0.13958418023114327,852.031893289299,2.151013122291734,0.3173582467573792
5,subkmeans,50,0.4457313099451601,0.6509121549706773,0.8145114101813926,0.08011052734180689,552.0826572721663,2.7405123504975792,0.26734305525471014
5,subkmeans,60,0.6254794981001409,0.7974217523465373,0.908328457187439,0.1256683520713269,799.6792935070516,2.3622469489571736,0.29742015241032715
5,subkmeans,70,0.43826810040410785,0.6930368921607303,0.826214160327677,0.09800518355000795,682.7284834669975,3.3965802980593565,0.2274495021599852
5,random,10,0.3708722106599652,0.6285229878219795,0.8250438853130486,0.09489223495824167,659.45315756554,3.05353493463599,0.24669825624428735
5,random,20,0.42035563246001084,0.65706449403528,0.8269943436707626,0.09538580832048567,666.3041393425449,2.983380255790892,0.25104306789346476
5,random,30,0.37583827074617837,0.5857127826013663,0.8170470060464209,0.09362468306362129,632.1324940661505,3.1094582879369645,0.24334107561948784
5,random,40,0.3376154704558563,0.5848823703488107,0.7983226058123659,0.08264107783888092,546.7798135065401,3.120476328638064,0.2426903882567695
5,random,50,0.45216164860856445,0.6796699901573429,0.8234835186268773,0.07277297528562543,588.7375112795611,3.8516826012624796,0.20611406025195983
5,random,60,0.3943972722791452,0.6383826715542292,0.8236785644626488,0.08790794512662362,646.3564621450734,3.1513083122329055,0.24088791407114737
5,random,70,0.5162546670527568,0.7088442454564153,0.8269943436707626,0.09188358052738906,645.9103277489475,3.7255791346625395,0.21161427446318945
5,sgd,10,0.374279487642348,0.6723903636084124,0.8267992978349912,0.09768436094841033,692.4941336396964,2.86144129621625,0.25897065973264444
5,sgd,20,0.5828261474522851,0.7909594416204822,0.906377998829725,0.09690620930381222,685.0666554077507,2.7088927508919864,0.26962224770708204
5,sgd,30,0.5031462233881446,0.7260759374165333,0.8543007606787595,0.08599430716979713,658.4326295457158,3.430312033079673,0.22571773557558275
5,sgd,40,0.3778443201898636,0.674641384548528,0.8269943436707626,0.10096032091728165,685.6037151637954,2.744494220487707,0.26705876444636456
5,sgd,50,0.462013502063491,0.7050454449392813,0.8285547103569338,0.08244766099722713,646.7264595885842,3.6149909605481105,0.21668514815058976
5,sgd,60,0.5818252416494558,0.7948273108926873,0.9124244197386385,0.1362972436675397,839.3312875151411,2.1990134611683234,0.312596371393444
5,sgd,70,0.5930655315978731,0.7940708331508158,0.9071581821728106,0.08910441396386704,666.27398666473,2.7323119802467217,0.26793044238866004
